,avg_drop,avg_gross,best_gross,best_movie,best_pcttotal,month,month_name,num_movies,pctyr_totalgross,total_tickets,year
799,-53.4%,$115.6,$336.5,Spider-Man 3,32.3%,7,MAY,9,11.2%,"$1,040.4",2007
800,-52.6%,$20.7,$80.2,Disturbia,20.4%,7,APRIL,19,4.2%,$392.7,2007
801,-48.4%,$52.5,$210.6,300,23.6%,7,MARCH,17,9.6%,$893.2,2007
802,-46.5%,$41.2,$115.8,Ghost Rider,18.8%,7,FEBRUARY,15,6.6%,$617.5,2007
803,-46.5%,$22.6,$61.4,Stomp the Yard,16.0%,7,JANUARY,17,4.1%,$384.0,2007
804,-19.7%,$93.7,$256.4,I Am Legend,21.1%,8,DECEMBER,13,13.1%,"$1,217.7",2007
805,-45.4%,$52.3,$130.2,American Gangster,15.6%,8,NOVEMBER,16,9.0%,$836.8,2007
806,-48.7%,$21.9,$63.3,Saw IV,13.8%,8,OCTOBER,21,4.9%,$459.0,2007
807,-47.6%,$28.9,$90.6,The Game Plan,22.4%,8,SEPTEMBER,14,4.3%,$404.2,2007
808,-52.4%,$41.8,$227.5,The Bourne Ultimatum,27.2%,8,AUGUST,20,9.0%,$836.0,2007
809,-51.2%,$105.5,$319.2,Transformers,27.5%,8,JULY,11,12.4%,"$1,160.6",2007
810,-46.9%,$72.4,$206.4,Ratatouille,19.0%,8,JUNE,15,11.6%,"$1,085.6",2007
811,-53.4%,$115.6,$336.5,Spider-Man 3,32.3%,8,MAY,9,11.2%,"$1,040.4",2007
812,-52.6%,$20.7,$80.2,Disturbia,20.4%,8,APRIL,19,4.2%,$392.7,2007
813,-48.4%,$52.5,$210.6,300,23.6%,8,MARCH,17,9.6%,$893.2,2007
814,-46.5%,$41.2,$115.8,Ghost Rider,18.8%,8,FEBRUARY,15,6.6%,$617.5,2007
815,-46.5%,$22.6,$61.4,Stomp the Yard,16.0%,8,JANUARY,17,4.1%,$384.0,2007
816,-19.7%,$93.7,$256.4,I Am Legend,21.1%,9,DECEMBER,13,13.1%,"$1,217.7",2007
817,-45.4%,$52.3,$130.2,American Gangster,15.6%,9,NOVEMBER,16,9.0%,$836.8,2007
818,-48.7%,$21.9,$63.3,Saw IV,13.8%,9,OCTOBER,21,4.9%,$459.0,2007
819,-47.6%,$28.9,$90.6,The Game Plan,22.4%,9,SEPTEMBER,14,4.3%,$404.2,2007
820,-52.4%,$41.8,$227.5,The Bourne Ultimatum,27.2%,9,AUGUST,20,9.0%,$836.0,2007
821,-51.2%,$105.5,$319.2,Transformers,27.5%,9,JULY,11,12.4%,"$1,160.6",2007
822,-46.9%,$72.4,$206.4,Ratatouille,19.0%,9,JUNE,15,11.6%,"$1,085.6",2007
823,-53.4%,$115.6,$336.5,Spider-Man 3,32.3%,9,MAY,9,11.2%,"$1,040.4",2007
824,-52.6%,$20.7,$80.2,Disturbia,20.4%,9,APRIL,19,4.2%,$392.7,2007
825,-48.4%,$52.5,$210.6,300,23.6%,9,MARCH,17,9.6%,$893.2,2007
826,-46.5%,$41.2,$115.8,Ghost Rider,18.8%,9,FEBRUARY,15,6.6%,$617.5,2007
827,-46.5%,$22.6,$61.4,Stomp the Yard,16.0%,9,JANUARY,17,4.1%,$384.0,2007
828,-19.7%,$93.7,$256.4,I Am Legend,21.1%,10,DECEMBER,13,13.1%,"$1,217.7",2007
829,-45.4%,$52.3,$130.2,American Gangster,15.6%,10,NOVEMBER,16,9.0%,$836.8,2007
830,-48.7%,$21.9,$63.3,Saw IV,13.8%,10,OCTOBER,21,4.9%,$459.0,2007
831,-47.6%,$28.9,$90.6,The Game Plan,22.4%,10,SEPTEMBER,14,4.3%,$404.2,2007
832,-52.4%,$41.8,$227.5,The Bourne Ultimatum,27.2%,10,AUGUST,20,9.0%,$836.0,2007
833,-51.2%,$105.5,$319.2,Transformers,27.5%,10,JULY,11,12.4%,"$1,160.6",2007
834,-46.9%,$72.4,$206.4,Ratatouille,19.0%,10,JUNE,15,11.6%,"$1,085.6",2007
835,-53.4%,$115.6,$336.5,Spider-Man 3,32.3%,10,MAY,9,11.2%,"$1,040.4",2007
836,-52.6%,$20.7,$80.2,Disturbia,20.4%,10,APRIL,19,4.2%,$392.7,2007
837,-48.4%,$52.5,$210.6,300,23.6%,10,MARCH,17,9.6%,$893.2,2007
838,-46.5%,$41.2,$115.8,Ghost Rider,18.8%,10,FEBRUARY,15,6.6%,$617.5,2007
839,-46.5%,$22.6,$61.4,Stomp the Yard,16.0%,10,JANUARY,17,4.1%,$384.0,2007
840,-19.7%,$93.7,$256.4,I Am Legend,21.1%,11,DECEMBER,13,13.1%,"$1,217.7",2007
841,-45.4%,$52.3,$130.2,American Gangster,15.6%,11,NOVEMBER,16,9.0%,$836.8,2007
842,-48.7%,$21.9,$63.3,Saw IV,13.8%,11,OCTOBER,21,4.9%,$459.0,2007
843,-47.6%,$28.9,$90.6,The Game Plan,22.4%,11,SEPTEMBER,14,4.3%,$404.2,2007
844,-52.4%,$41.8,$227.5,The Bourne Ultimatum,27.2%,11,AUGUST,20,9.0%,$836.0,2007
845,-51.2%,$105.5,$319.2,Transformers,27.5%,11,JULY,11,12.4%,"$1,160.6",2007
846,-46.9%,$72.4,$206.4,Ratatouille,19.0%,11,JUNE,15,11.6%,"$1,085.6",2007
847,-53.4%,$115.6,$336.5,Spider-Man 3,32.3%,11,MAY,9,11.2%,"$1,040.4",2007
848,-52.6%,$20.7,$80.2,Disturbia,20.4%,11,APRIL,19,4.2%,$392.7,2007
849,-48.4%,$52.5,$210.6,300,23.6%,11,MARCH,17,9.6%,$893.2,2007
850,-46.5%,$41.2,$115.8,Ghost Rider,18.8%,11,FEBRUARY,15,6.6%,$617.5,2007
851,-46.5%,$22.6,$61.4,Stomp the Yard,16.0%,11,JANUARY,17,4.1%,$384.0,2007
852,-19.7%,$93.7,$256.4,I Am Legend,21.1%,12,DECEMBER,13,13.1%,"$1,217.7",2007
853,-45.4%,$52.3,$130.2,American Gangster,15.6%,12,NOVEMBER,16,9.0%,$836.8,2007
854,-48.7%,$21.9,$63.3,Saw IV,13.8%,12,OCTOBER,21,4.9%,$459.0,2007
855,-47.6%,$28.9,$90.6,The Game Plan,22.4%,12,SEPTEMBER,14,4.3%,$404.2,2007
856,-52.4%,$41.8,$227.5,The Bourne Ultimatum,27.2%,12,AUGUST,20,9.0%,$836.0,2007
857,-51.2%,$105.5,$319.2,Transformers,27.5%,12,JULY,11,12.4%,"$1,160.6",2007
858,-46.9%,$72.4,$206.4,Ratatouille,19.0%,12,JUNE,15,11.6%,"$1,085.6",2007
859,-53.4%,$115.6,$336.5,Spider-Man 3,32.3%,12,MAY,9,11.2%,"$1,040.4",2007
860,-52.6%,$20.7,$80.2,Disturbia,20.4%,12,APRIL,19,4.2%,$392.7,2007
861,-48.4%,$52.5,$210.6,300,23.6%,12,MARCH,17,9.6%,$893.2,2007
862,-46.5%,$41.2,$115.8,Ghost Rider,18.8%,12,FEBRUARY,15,6.6%,$617.5,2007
863,-46.5%,$22.6,$61.4,Stomp the Yard,16.0%,12,JANUARY,17,4.1%,$384.0,2007
864,-36.3%,$58.3,$143.2,Marley and Me,14.5%,1,DECEMBER,17,10.6%,$990.3,2008
865,-47.1%,$104.0,$192.8,Twilight,20.6%,1,NOVEMBER,9,10.0%,$936.0,2008
866,-49.6%,$27.3,$94.5,Beverly Hills Chihuahua,15.0%,1,OCTOBER,23,6.7%,$628.3,2008
867,-51.6%,$32.6,$101.4,Eagle Eye,22.2%,1,SEPTEMBER,14,4.9%,$455.9,2008
868,-47.4%,$35.3,$110.5,Tropic Thunder,17.4%,1,AUGUST,18,6.8%,$636.0,2008
869,-49.8%,$126.4,$533.3,The Dark Knight,42.2%,1,JULY,10,13.6%,"$1,264.1",2008
870,-55.8%,$129.5,$223.8,WALL-E,21.6%,1,JUNE,8,11.1%,"$1,035.6",2008
871,-53.1%,$128.3,$318.4,Iron Man,27.6%,1,MAY,9,12.4%,"$1,155.0",2008
872,-51.9%,$32.3,$63.2,Forgetting Sarah Marshall,15.0%,1,APRIL,13,4.5%,$420.0,2008
873,-44.8%,$45.0,$154.5,Horton Hears a Who!,26.4%,1,MARCH,13,6.3%,$585.6,2008
874,-51.9%,$33.6,$80.2,Jumper,12.6%,1,FEBRUARY,19,6.8%,$638.0,2008
875,-44.3%,$36.5,$80.0,Cloverfield,13.7%,1,JANUARY,16,6.3%,$584.4,2008
876,-36.3%,$58.3,$143.2,Marley and Me,14.5%,2,DECEMBER,17,10.6%,$990.3,2008
877,-47.1%,$104.0,$192.8,Twilight,20.6%,2,NOVEMBER,9,10.0%,$936.0,2008
878,-49.6%,$27.3,$94.5,Beverly Hills Chihuahua,15.0%,2,OCTOBER,23,6.7%,$628.3,2008
879,-51.6%,$32.6,$101.4,Eagle Eye,22.2%,2,SEPTEMBER,14,4.9%,$455.9,2008
880,-47.4%,$35.3,$110.5,Tropic Thunder,17.4%,2,AUGUST,18,6.8%,$636.0,2008
881,-49.8%,$126.4,$533.3,The Dark Knight,42.2%,2,JULY,10,13.6%,"$1,264.1",2008
882,-55.8%,$129.5,$223.8,WALL-E,21.6%,2,JUNE,8,11.1%,"$1,035.6",2008
883,-53.1%,$128.3,$318.4,Iron Man,27.6%,2,MAY,9,12.4%,"$1,155.0",2008
884,-51.9%,$32.3,$63.2,Forgetting Sarah Marshall,15.0%,2,APRIL,13,4.5%,$420.0,2008
885,-44.8%,$45.0,$154.5,Horton Hears a Who!,26.4%,2,MARCH,13,6.3%,$585.6,2008
886,-51.9%,$33.6,$80.2,Jumper,12.6%,2,FEBRUARY,19,6.8%,$638.0,2008
887,-44.3%,$36.5,$80.0,Cloverfield,13.7%,2,JANUARY,16,6.3%,$584.4,2008
888,-36.3%,$58.3,$143.2,Marley and Me,14.5%,3,DECEMBER,17,10.6%,$990.3,2008
889,-47.1%,$104.0,$192.8,Twilight,20.6%,3,NOVEMBER,9,10.0%,$936.0,2008
890,-49.6%,$27.3,$94.5,Beverly Hills Chihuahua,15.0%,3,OCTOBER,23,6.7%,$628.3,2008
891,-51.6%,$32.6,$101.4,Eagle Eye,22.2%,3,SEPTEMBER,14,4.9%,$455.9,2008
892,-47.4%,$35.3,$110.5,Tropic Thunder,17.4%,3,AUGUST,18,6.8%,$636.0,2008
893,-49.8%,$126.4,$533.3,The Dark Knight,42.2%,3,JULY,10,13.6%,"$1,264.1",2008
894,-55.8%,$129.5,$223.8,WALL-E,21.6%,3,JUNE,8,11.1%,"$1,035.6",2008
895,-53.1%,$128.3,$318.4,Iron Man,27.6%,3,MAY,9,12.4%,"$1,155.0",2008
896,-51.9%,$32.3,$63.2,Forgetting Sarah Marshall,15.0%,3,APRIL,13,4.5%,$420.0,2008
897,-44.8%,$45.0,$154.5,Horton Hears a Who!,26.4%,3,MARCH,13,6.3%,$585.6,2008
898,-51.9%,$33.6,$80.2,Jumper,12.6%,3,FEBRUARY,19,6.8%,$638.0,2008
899,-44.3%,$36.5,$80.0,Cloverfield,13.7%,3,JANUARY,16,6.3%,$584.4,2008
900,-36.3%,$58.3,$143.2,Marley and Me,14.5%,4,DECEMBER,17,10.6%,$990.3,2008
901,-47.1%,$104.0,$192.8,Twilight,20.6%,4,NOVEMBER,9,10.0%,$936.0,2008
902,-49.6%,$27.3,$94.5,Beverly Hills Chihuahua,15.0%,4,OCTOBER,23,6.7%,$628.3,2008
903,-51.6%,$32.6,$101.4,Eagle Eye,22.2%,4,SEPTEMBER,14,4.9%,$455.9,2008
904,-47.4%,$35.3,$110.5,Tropic Thunder,17.4%,4,AUGUST,18,6.8%,$636.0,2008
905,-49.8%,$126.4,$533.3,The Dark Knight,42.2%,4,JULY,10,13.6%,"$1,264.1",2008
906,-55.8%,$129.5,$223.8,WALL-E,21.6%,4,JUNE,8,11.1%,"$1,035.6",2008
907,-53.1%,$128.3,$318.4,Iron Man,27.6%,4,MAY,9,12.4%,"$1,155.0",2008
908,-51.9%,$32.3,$63.2,Forgetting Sarah Marshall,15.0%,4,APRIL,13,4.5%,$420.0,2008
909,-44.8%,$45.0,$154.5,Horton Hears a Who!,26.4%,4,MARCH,13,6.3%,$585.6,2008
910,-51.9%,$33.6,$80.2,Jumper,12.6%,4,FEBRUARY,19,6.8%,$638.0,2008
911,-44.3%,$36.5,$80.0,Cloverfield,13.7%,4,JANUARY,16,6.3%,$584.4,2008
912,-36.3%,$58.3,$143.2,Marley and Me,14.5%,5,DECEMBER,17,10.6%,$990.3,2008
913,-47.1%,$104.0,$192.8,Twilight,20.6%,5,NOVEMBER,9,10.0%,$936.0,2008
914,-49.6%,$27.3,$94.5,Beverly Hills Chihuahua,15.0%,5,OCTOBER,23,6.7%,$628.3,2008
915,-51.6%,$32.6,$101.4,Eagle Eye,22.2%,5,SEPTEMBER,14,4.9%,$455.9,2008
916,-47.4%,$35.3,$110.5,Tropic Thunder,17.4%,5,AUGUST,18,6.8%,$636.0,2008
917,-49.8%,$126.4,$533.3,The Dark Knight,42.2%,5,JULY,10,13.6%,"$1,264.1",2008
918,-55.8%,$129.5,$223.8,WALL-E,21.6%,5,JUNE,8,11.1%,"$1,035.6",2008
919,-53.1%,$128.3,$318.4,Iron Man,27.6%,5,MAY,9,12.4%,"$1,155.0",2008
920,-51.9%,$32.3,$63.2,Forgetting Sarah Marshall,15.0%,5,APRIL,13,4.5%,$420.0,2008
921,-44.8%,$45.0,$154.5,Horton Hears a Who!,26.4%,5,MARCH,13,6.3%,$585.6,2008
922,-51.9%,$33.6,$80.2,Jumper,12.6%,5,FEBRUARY,19,6.8%,$638.0,2008
923,-44.3%,$36.5,$80.0,Cloverfield,13.7%,5,JANUARY,16,6.3%,$584.4,2008
924,-36.3%,$58.3,$143.2,Marley and Me,14.5%,6,DECEMBER,17,10.6%,$990.3,2008
925,-47.1%,$104.0,$192.8,Twilight,20.6%,6,NOVEMBER,9,10.0%,$936.0,2008
926,-49.6%,$27.3,$94.5,Beverly Hills Chihuahua,15.0%,6,OCTOBER,23,6.7%,$628.3,2008
927,-51.6%,$32.6,$101.4,Eagle Eye,22.2%,6,SEPTEMBER,14,4.9%,$455.9,2008
928,-47.4%,$35.3,$110.5,Tropic Thunder,17.4%,6,AUGUST,18,6.8%,$636.0,2008
929,-49.8%,$126.4,$533.3,The Dark Knight,42.2%,6,JULY,10,13.6%,"$1,264.1",2008
930,-55.8%,$129.5,$223.8,WALL-E,21.6%,6,JUNE,8,11.1%,"$1,035.6",2008
931,-53.1%,$128.3,$318.4,Iron Man,27.6%,6,MAY,9,12.4%,"$1,155.0",2008
932,-51.9%,$32.3,$63.2,Forgetting Sarah Marshall,15.0%,6,APRIL,13,4.5%,$420.0,2008
933,-44.8%,$45.0,$154.5,Horton Hears a Who!,26.4%,6,MARCH,13,6.3%,$585.6,2008
934,-51.9%,$33.6,$80.2,Jumper,12.6%,6,FEBRUARY,19,6.8%,$638.0,2008
935,-44.3%,$36.5,$80.0,Cloverfield,13.7%,6,JANUARY,16,6.3%,$584.4,2008
936,-36.3%,$58.3,$143.2,Marley and Me,14.5%,7,DECEMBER,17,10.6%,$990.3,2008
937,-47.1%,$104.0,$192.8,Twilight,20.6%,7,NOVEMBER,9,10.0%,$936.0,2008
938,-49.6%,$27.3,$94.5,Beverly Hills Chihuahua,15.0%,7,OCTOBER,23,6.7%,$628.3,2008
939,-51.6%,$32.6,$101.4,Eagle Eye,22.2%,7,SEPTEMBER,14,4.9%,$455.9,2008
940,-47.4%,$35.3,$110.5,Tropic Thunder,17.4%,7,AUGUST,18,6.8%,$636.0,2008
941,-49.8%,$126.4,$533.3,The Dark Knight,42.2%,7,JULY,10,13.6%,"$1,264.1",2008
942,-55.8%,$129.5,$223.8,WALL-E,21.6%,7,JUNE,8,11.1%,"$1,035.6",2008
943,-53.1%,$128.3,$318.4,Iron Man,27.6%,7,MAY,9,12.4%,"$1,155.0",2008
944,-51.9%,$32.3,$63.2,Forgetting Sarah Marshall,15.0%,7,APRIL,13,4.5%,$420.0,2008
945,-44.8%,$45.0,$154.5,Horton Hears a Who!,26.4%,7,MARCH,13,6.3%,$585.6,2008
946,-51.9%,$33.6,$80.2,Jumper,12.6%,7,FEBRUARY,19,6.8%,$638.0,2008
947,-44.3%,$36.5,$80.0,Cloverfield,13.7%,7,JANUARY,16,6.3%,$584.4,2008
948,-36.3%,$58.3,$143.2,Marley and Me,14.5%,8,DECEMBER,17,10.6%,$990.3,2008
949,-47.1%,$104.0,$192.8,Twilight,20.6%,8,NOVEMBER,9,10.0%,$936.0,2008
950,-49.6%,$27.3,$94.5,Beverly Hills Chihuahua,15.0%,8,OCTOBER,23,6.7%,$628.3,2008
951,-51.6%,$32.6,$101.4,Eagle Eye,22.2%,8,SEPTEMBER,14,4.9%,$455.9,2008
952,-47.4%,$35.3,$110.5,Tropic Thunder,17.4%,8,AUGUST,18,6.8%,$636.0,2008
953,-49.8%,$126.4,$533.3,The Dark Knight,42.2%,8,JULY,10,13.6%,"$1,264.1",2008
954,-55.8%,$129.5,$223.8,WALL-E,21.6%,8,JUNE,8,11.1%,"$1,035.6",2008
955,-53.1%,$128.3,$318.4,Iron Man,27.6%,8,MAY,9,12.4%,"$1,155.0",2008
956,-51.9%,$32.3,$63.2,Forgetting Sarah Marshall,15.0%,8,APRIL,13,4.5%,$420.0,2008
957,-44.8%,$45.0,$154.5,Horton Hears a Who!,26.4%,8,MARCH,13,6.3%,$585.6,2008
958,-51.9%,$33.6,$80.2,Jumper,12.6%,8,FEBRUARY,19,6.8%,$638.0,2008
959,-44.3%,$36.5,$80.0,Cloverfield,13.7%,8,JANUARY,16,6.3%,$584.4,2008
960,-36.3%,$58.3,$143.2,Marley and Me,14.5%,9,DECEMBER,17,10.6%,$990.3,2008
961,-47.1%,$104.0,$192.8,Twilight,20.6%,9,NOVEMBER,9,10.0%,$936.0,2008
962,-49.6%,$27.3,$94.5,Beverly Hills Chihuahua,15.0%,9,OCTOBER,23,6.7%,$628.3,2008
963,-51.6%,$32.6,$101.4,Eagle Eye,22.2%,9,SEPTEMBER,14,4.9%,$455.9,2008
964,-47.4%,$35.3,$110.5,Tropic Thunder,17.4%,9,AUGUST,18,6.8%,$636.0,2008
965,-49.8%,$126.4,$533.3,The Dark Knight,42.2%,9,JULY,10,13.6%,"$1,264.1",2008
966,-55.8%,$129.5,$223.8,WALL-E,21.6%,9,JUNE,8,11.1%,"$1,035.6",2008
967,-53.1%,$128.3,$318.4,Iron Man,27.6%,9,MAY,9,12.4%,"$1,155.0",2008
968,-51.9%,$32.3,$63.2,Forgetting Sarah Marshall,15.0%,9,APRIL,13,4.5%,$420.0,2008
969,-44.8%,$45.0,$154.5,Horton Hears a Who!,26.4%,9,MARCH,13,6.3%,$585.6,2008
970,-51.9%,$33.6,$80.2,Jumper,12.6%,9,FEBRUARY,19,6.8%,$638.0,2008
971,-44.3%,$36.5,$80.0,Cloverfield,13.7%,9,JANUARY,16,6.3%,$584.4,2008
972,-36.3%,$58.3,$143.2,Marley and Me,14.5%,10,DECEMBER,17,10.6%,$990.3,2008
973,-47.1%,$104.0,$192.8,Twilight,20.6%,10,NOVEMBER,9,10.0%,$936.0,2008
974,-49.6%,$27.3,$94.5,Beverly Hills Chihuahua,15.0%,10,OCTOBER,23,6.7%,$628.3,2008
975,-51.6%,$32.6,$101.4,Eagle Eye,22.2%,10,SEPTEMBER,14,4.9%,$455.9,2008
976,-47.4%,$35.3,$110.5,Tropic Thunder,17.4%,10,AUGUST,18,6.8%,$636.0,2008
977,-49.8%,$126.4,$533.3,The Dark Knight,42.2%,10,JULY,10,13.6%,"$1,264.1",2008
978,-55.8%,$129.5,$223.8,WALL-E,21.6%,10,JUNE,8,11.1%,"$1,035.6",2008
979,-53.1%,$128.3,$318.4,Iron Man,27.6%,10,MAY,9,12.4%,"$1,155.0",2008
980,-51.9%,$32.3,$63.2,Forgetting Sarah Marshall,15.0%,10,APRIL,13,4.5%,$420.0,2008
981,-44.8%,$45.0,$154.5,Horton Hears a Who!,26.4%,10,MARCH,13,6.3%,$585.6,2008
982,-51.9%,$33.6,$80.2,Jumper,12.6%,10,FEBRUARY,19,6.8%,$638.0,2008
983,-44.3%,$36.5,$80.0,Cloverfield,13.7%,10,JANUARY,16,6.3%,$584.4,2008
984,-36.3%,$58.3,$143.2,Marley and Me,14.5%,11,DECEMBER,17,10.6%,$990.3,2008
985,-47.1%,$104.0,$192.8,Twilight,20.6%,11,NOVEMBER,9,10.0%,$936.0,2008
986,-49.6%,$27.3,$94.5,Beverly Hills Chihuahua,15.0%,11,OCTOBER,23,6.7%,$628.3,2008
987,-51.6%,$32.6,$101.4,Eagle Eye,22.2%,11,SEPTEMBER,14,4.9%,$455.9,2008
988,-47.4%,$35.3,$110.5,Tropic Thunder,17.4%,11,AUGUST,18,6.8%,$636.0,2008
989,-49.8%,$126.4,$533.3,The Dark Knight,42.2%,11,JULY,10,13.6%,"$1,264.1",2008
990,-55.8%,$129.5,$223.8,WALL-E,21.6%,11,JUNE,8,11.1%,"$1,035.6",2008
991,-53.1%,$128.3,$318.4,Iron Man,27.6%,11,MAY,9,12.4%,"$1,155.0",2008
992,-51.9%,$32.3,$63.2,Forgetting Sarah Marshall,15.0%,11,APRIL,13,4.5%,$420.0,2008
993,-44.8%,$45.0,$154.5,Horton Hears a Who!,26.4%,11,MARCH,13,6.3%,$585.6,2008
994,-51.9%,$33.6,$80.2,Jumper,12.6%,11,FEBRUARY,19,6.8%,$638.0,2008
995,-44.3%,$36.5,$80.0,Cloverfield,13.7%,11,JANUARY,16,6.3%,$584.4,2008
996,-36.3%,$58.3,$143.2,Marley and Me,14.5%,12,DECEMBER,17,10.6%,$990.3,2008
997,-47.1%,$104.0,$192.8,Twilight,20.6%,12,NOVEMBER,9,10.0%,$936.0,2008
998,-49.6%,$27.3,$94.5,Beverly Hills Chihuahua,15.0%,12,OCTOBER,23,6.7%,$628.3,2008
999,-51.6%,$32.6,$101.4,Eagle Eye,22.2%,12,SEPTEMBER,14,4.9%,$455.9,2008
1000,-47.4%,$35.3,$110.5,Tropic Thunder,17.4%,12,AUGUST,18,6.8%,$636.0,2008
1001,-49.8%,$126.4,$533.3,The Dark Knight,42.2%,12,JULY,10,13.6%,"$1,264.1",2008
1002,-55.8%,$129.5,$223.8,WALL-E,21.6%,12,JUNE,8,11.1%,"$1,035.6",2008
1003,-53.1%,$128.3,$318.4,Iron Man,27.6%,12,MAY,9,12.4%,"$1,155.0",2008
1004,-51.9%,$32.3,$63.2,Forgetting Sarah Marshall,15.0%,12,APRIL,13,4.5%,$420.0,2008
1005,-44.8%,$45.0,$154.5,Horton Hears a Who!,26.4%,12,MARCH,13,6.3%,$585.6,2008
1006,-51.9%,$33.6,$80.2,Jumper,12.6%,12,FEBRUARY,19,6.8%,$638.0,2008
1007,-44.3%,$36.5,$80.0,Cloverfield,13.7%,12,JANUARY,16,6.3%,$584.4,2008
1008,-36.5%,$124.6,$749.8,Avatar,46.3%,1,DECEMBER,13,15.0%,"$1,620.3",2009
1009,-45.6%,$87.4,$296.6,New Moon,26.1%,1,NOVEMBER,13,10.5%,"$1,135.9",2009
1010,-41.6%,$43.6,$109.2,Couples Retreat,15.6%,1,OCTOBER,16,6.5%,$697.8,2009
1011,-48.9%,$31.4,$124.9,Cloudy with a Chance of Meatballs,28.4%,1,SEPTEMBER,14,4.1%,$439.7,2009
1012,-51.0%,$47.7,$150.2,G.I. Joe: The Rise of Cobra,19.7%,1,AUGUST,16,7.1%,$763.3,2009
1013,-52.3%,$91.4,$302.0,Harry Potter 6,30.0%,1,JULY,11,9.3%,"$1,005.2",2009
1014,-49.3%,$119.5,$402.1,Transformers 2,37.4%,1,JUNE,9,10.0%,"$1,075.6",2009
1015,-53.6%,$118.3,$293.0,Up,22.5%,1,MAY,11,12.1%,"$1,301.2",2009
1016,-54.4%,$43.5,$155.1,Fast and Furious,27.4%,1,APRIL,13,5.3%,$566.1,2009
1017,-52.2%,$67.0,$198.4,Monsters Vs. Aliens,29.6%,1,MARCH,10,6.2%,$669.9,2009
1018,-47.9%,$46.1,$94.0,He's Just Not That Into You,18.5%,1,FEBRUARY,11,4.7%,$507.3,2009
1019,-39.8%,$49.9,$146.3,Paul Blart: Mall Cop,14.7%,1,JANUARY,20,9.3%,$998.6,2009
1020,-36.5%,$124.6,$749.8,Avatar,46.3%,2,DECEMBER,13,15.0%,"$1,620.3",2009
1021,-45.6%,$87.4,$296.6,New Moon,26.1%,2,NOVEMBER,13,10.5%,"$1,135.9",2009
1022,-41.6%,$43.6,$109.2,Couples Retreat,15.6%,2,OCTOBER,16,6.5%,$697.8,2009
1023,-48.9%,$31.4,$124.9,Cloudy with a Chance of Meatballs,28.4%,2,SEPTEMBER,14,4.1%,$439.7,2009
1024,-51.0%,$47.7,$150.2,G.I. Joe: The Rise of Cobra,19.7%,2,AUGUST,16,7.1%,$763.3,2009
1025,-52.3%,$91.4,$302.0,Harry Potter 6,30.0%,2,JULY,11,9.3%,"$1,005.2",2009
1026,-49.3%,$119.5,$402.1,Transformers 2,37.4%,2,JUNE,9,10.0%,"$1,075.6",2009
1027,-53.6%,$118.3,$293.0,Up,22.5%,2,MAY,11,12.1%,"$1,301.2",2009
1028,-54.4%,$43.5,$155.1,Fast and Furious,27.4%,2,APRIL,13,5.3%,$566.1,2009
1029,-52.2%,$67.0,$198.4,Monsters Vs. Aliens,29.6%,2,MARCH,10,6.2%,$669.9,2009
1030,-47.9%,$46.1,$94.0,He's Just Not That Into You,18.5%,2,FEBRUARY,11,4.7%,$507.3,2009
1031,-39.8%,$49.9,$146.3,Paul Blart: Mall Cop,14.7%,2,JANUARY,20,9.3%,$998.6,2009
1032,-36.5%,$124.6,$749.8,Avatar,46.3%,3,DECEMBER,13,15.0%,"$1,620.3",2009
1033,-45.6%,$87.4,$296.6,New Moon,26.1%,3,NOVEMBER,13,10.5%,"$1,135.9",2009
1034,-41.6%,$43.6,$109.2,Couples Retreat,15.6%,3,OCTOBER,16,6.5%,$697.8,2009
1035,-48.9%,$31.4,$124.9,Cloudy with a Chance of Meatballs,28.4%,3,SEPTEMBER,14,4.1%,$439.7,2009
1036,-51.0%,$47.7,$150.2,G.I. Joe: The Rise of Cobra,19.7%,3,AUGUST,16,7.1%,$763.3,2009
1037,-52.3%,$91.4,$302.0,Harry Potter 6,30.0%,3,JULY,11,9.3%,"$1,005.2",2009
1038,-49.3%,$119.5,$402.1,Transformers 2,37.4%,3,JUNE,9,10.0%,"$1,075.6",2009
1039,-53.6%,$118.3,$293.0,Up,22.5%,3,MAY,11,12.1%,"$1,301.2",2009
1040,-54.4%,$43.5,$155.1,Fast and Furious,27.4%,3,APRIL,13,5.3%,$566.1,2009
1041,-52.2%,$67.0,$198.4,Monsters Vs. Aliens,29.6%,3,MARCH,10,6.2%,$669.9,2009
1042,-47.9%,$46.1,$94.0,He's Just Not That Into You,18.5%,3,FEBRUARY,11,4.7%,$507.3,2009
1043,-39.8%,$49.9,$146.3,Paul Blart: Mall Cop,14.7%,3,JANUARY,20,9.3%,$998.6,2009
1044,-36.5%,$124.6,$749.8,Avatar,46.3%,4,DECEMBER,13,15.0%,"$1,620.3",2009
1045,-45.6%,$87.4,$296.6,New Moon,26.1%,4,NOVEMBER,13,10.5%,"$1,135.9",2009
1046,-41.6%,$43.6,$109.2,Couples Retreat,15.6%,4,OCTOBER,16,6.5%,$697.8,2009
1047,-48.9%,$31.4,$124.9,Cloudy with a Chance of Meatballs,28.4%,4,SEPTEMBER,14,4.1%,$439.7,2009
1048,-51.0%,$47.7,$150.2,G.I. Joe: The Rise of Cobra,19.7%,4,AUGUST,16,7.1%,$763.3,2009
1049,-52.3%,$91.4,$302.0,Harry Potter 6,30.0%,4,JULY,11,9.3%,"$1,005.2",2009
